snp.dists.0.8.2,variable,value,same_period
SBV328_plate04,SBV007_plate01,11,0
SBV329_plate04,SBV007_plate01,17,0
SBV330_plate04,SBV007_plate01,12,0
SBV331_plate04,SBV007_plate01,16,0
SBV332_plate04,SBV007_plate01,10,0
SBV333_plate04,SBV007_plate01,10,0
SBV334_plate04,SBV007_plate01,16,0
SBV335_plate04,SBV007_plate01,12,0
SBV336_plate04,SBV007_plate01,12,0
SBV337_plate04,SBV007_plate01,10,0
SBV338_plate04,SBV007_plate01,16,0
SBV339_plate04,SBV007_plate01,15,0
SBV340_plate04,SBV007_plate01,13,0
SBV341_plate04,SBV007_plate01,17,0
SBV343_plate04,SBV007_plate01,19,0
SBV344_plate04,SBV007_plate01,16,0
SBV345_plate04,SBV007_plate01,14,0
SBV347_plate04,SBV007_plate01,13,0
SBV348_plate04,SBV007_plate01,16,0
SBV349_plate04,SBV007_plate01,11,0
SBV350_plate04,SBV007_plate01,10,0
SBV351_plate04,SBV007_plate01,14,0
SBV352_plate04,SBV007_plate01,17,0
SBV353_plate04,SBV007_plate01,21,0
SBV354_plate04,SBV007_plate01,15,0
SBV355_plate04,SBV007_plate01,13,0
SBV356_plate04,SBV007_plate01,12,0
SBV357_plate04,SBV007_plate01,18,0
SBV358_plate04,SBV007_plate01,16,0
SBV359_plate04,SBV007_plate01,16,0
SBV361_plate04,SBV007_plate01,12,0
SBV362_plate04,SBV007_plate01,22,0
SBV363_plate04,SBV007_plate01,18,0
SBV364_plate04,SBV007_plate01,18,0
SBV365_plate04,SBV007_plate01,18,0
SBV366_plate04,SBV007_plate01,17,0
SBV367_plate04,SBV007_plate01,17,0
SBV368_plate04,SBV007_plate01,17,0
SBV369_plate04,SBV007_plate01,21,0
SBV370_plate05,SBV007_plate01,16,0
SBV371_plate05,SBV007_plate01,14,0
SBV372_plate05,SBV007_plate01,18,0
SBV373_plate05,SBV007_plate01,13,0
SBV374_plate05,SBV007_plate01,18,0
SBV375_plate05,SBV007_plate01,13,0
SBV376_plate05,SBV007_plate01,17,0
SBV005_plate01,SBV010_plate01,63,0
SBV007_plate01,SBV010_plate01,88,1
SBV010_plate01,SBV010_plate01,0,0
SBV011_plate01,SBV010_plate01,87,0
SBV019_plate01,SBV010_plate01,44,0
SBV021_plate01,SBV010_plate01,63,0
SBV022_plate01,SBV010_plate01,77,0
SBV023_plate01,SBV010_plate01,85,1
SBV024_plate01,SBV010_plate01,44,0
SBV025_plate01,SBV010_plate01,81,0
SBV027_plate01,SBV010_plate01,80,0
SBV029_plate01,SBV010_plate01,43,0
SBV030_plate01,SBV010_plate01,83,0
SBV032_plate01,SBV010_plate01,46,0
SBV033_plate01,SBV010_plate01,85,0
SBV035_plate01,SBV010_plate01,83,1
SBV036_plate01,SBV010_plate01,85,1
SBV037_plate01,SBV010_plate01,84,1
SBV038_plate01,SBV010_plate01,88,1
SBV039_plate01,SBV010_plate01,87,1
SBV040_plate03,SBV010_plate01,88,1
SBV041_plate01,SBV010_plate01,84,1
SBV042_plate01,SBV010_plate01,84,1
SBV043_plate01,SBV010_plate01,87,1
SBV044_plate01,SBV010_plate01,86,1
SBV045_plate01,SBV010_plate01,83,1
SBV046_plate01,SBV010_plate01,85,1
SBV047_plate01,SBV010_plate01,84,1
SBV048_plate01,SBV010_plate01,83,1
SBV049_plate01,SBV010_plate01,83,1
SBV050_plate01,SBV010_plate01,85,1
SBV051_plate01,SBV010_plate01,83,1
SBV052_plate01,SBV010_plate01,87,1
SBV053_plate01,SBV010_plate01,82,1
SBV054_plate01,SBV010_plate01,86,1
SBV055_plate01,SBV010_plate01,86,1
SBV057_plate01,SBV010_plate01,81,1
SBV058_plate01,SBV010_plate01,88,1
SBV059_plate01,SBV010_plate01,84,1
SBV060_plate01,SBV010_plate01,84,1
SBV061_plate01,SBV010_plate01,85,1
SBV062_plate01,SBV010_plate01,87,1
SBV063_plate01,SBV010_plate01,84,1
SBV064_plate01,SBV010_plate01,85,1
SBV065_plate03,SBV010_plate01,87,1
SBV067_plate01,SBV010_plate01,85,1
SBV068_plate01,SBV010_plate01,87,1
SBV069_plate01,SBV010_plate01,84,1
SBV070_plate01,SBV010_plate01,86,1
SBV071_plate01,SBV010_plate01,83,1
SBV072_plate02,SBV010_plate01,91,1
SBV073_plate03,SBV010_plate01,88,1
SBV074_plate03,SBV010_plate01,85,1
SBV075_plate02,SBV010_plate01,87,1
SBV076_plate02,SBV010_plate01,83,1
SBV077_plate02,SBV010_plate01,84,1
SBV078_plate02,SBV010_plate01,88,1
SBV079_plate02,SBV010_plate01,85,1
SBV080_plate02,SBV010_plate01,86,1
SBV081_plate02,SBV010_plate01,84,1
SBV082_plate02,SBV010_plate01,84,1
SBV083_plate02,SBV010_plate01,84,1
SBV084_plate02,SBV010_plate01,83,1
SBV085_plate03,SBV010_plate01,86,1
SBV087_plate02,SBV010_plate01,86,1
SBV088_plate02,SBV010_plate01,91,1
SBV089_plate02,SBV010_plate01,85,1
SBV090_plate02,SBV010_plate01,84,1
SBV091_plate02,SBV010_plate01,87,1
SBV092_plate02,SBV010_plate01,84,1
SBV093_plate02,SBV010_plate01,86,1
SBV094_plate02,SBV010_plate01,85,1
SBV095_plate02,SBV010_plate01,86,1
SBV096_plate02,SBV010_plate01,83,1
SBV097_plate02,SBV010_plate01,83,1
SBV098_plate02,SBV010_plate01,85,1
SBV099_plate02,SBV010_plate01,82,1
SBV100_plate02,SBV010_plate01,87,1
SBV101_plate02,SBV010_plate01,84,1
SBV102_plate02,SBV010_plate01,91,1
SBV103_plate02,SBV010_plate01,87,1
SBV104_plate02,SBV010_plate01,87,1
SBV105_plate02,SBV010_plate01,87,1
SBV106_plate02,SBV010_plate01,84,1
SBV107_plate02,SBV010_plate01,88,1
SBV108_plate02,SBV010_plate01,84,1
SBV109_plate02,SBV010_plate01,90,1
SBV110_plate02,SBV010_plate01,89,1
SBV111_plate02,SBV010_plate01,85,1
SBV112_plate02,SBV010_plate01,83,1
SBV113_plate02,SBV010_plate01,88,1
SBV114_plate02,SBV010_plate01,85,1
SBV115_plate02,SBV010_plate01,86,1
SBV116_plate02,SBV010_plate01,88,1
SBV117_plate02,SBV010_plate01,85,1
SBV118_plate02,SBV010_plate01,84,1
SBV119_plate02,SBV010_plate01,88,1
SBV121_plate02,SBV010_plate01,85,1
SBV122_plate02,SBV010_plate01,88,1
SBV123_plate02,SBV010_plate01,85,1
SBV124_plate02,SBV010_plate01,85,1
SBV125_plate02,SBV010_plate01,85,1
SBV126_plate03,SBV010_plate01,85,1
SBV127_plate02,SBV010_plate01,86,1
SBV128_plate02,SBV010_plate01,85,1
SBV130_plate02,SBV010_plate01,87,1
SBV131_plate03,SBV010_plate01,85,1
SBV132_plate02,SBV010_plate01,86,1
SBV133_plate02,SBV010_plate01,90,1
SBV134_plate02,SBV010_plate01,86,1
SBV135_plate02,SBV010_plate01,80,1
SBV136_plate02,SBV010_plate01,86,1
SBV137_plate03,SBV010_plate01,87,1
SBV138_plate02,SBV010_plate01,87,1
SBV139_plate02,SBV010_plate01,87,1
SBV140_plate02,SBV010_plate01,83,1
SBV141_plate02,SBV010_plate01,85,1
SBV142_plate02,SBV010_plate01,85,1
SBV143_plate02,SBV010_plate01,83,1
SBV144_plate02,SBV010_plate01,90,1
SBV145_plate02,SBV010_plate01,86,1
SBV146_plate02,SBV010_plate01,88,1
SBV147_plate02,SBV010_plate01,88,1
SBV148_plate02,SBV010_plate01,85,1
SBV149_plate03,SBV010_plate01,88,1
SBV150_plate02,SBV010_plate01,85,1
SBV151_plate02,SBV010_plate01,86,1
SBV152_plate02,SBV010_plate01,88,1
SBV153_plate02,SBV010_plate01,87,1
SBV154_plate03,SBV010_plate01,89,1
SBV155_plate03,SBV010_plate01,83,1
SBV156_plate02,SBV010_plate01,90,1
SBV157_plate02,SBV010_plate01,87,1
SBV158_plate02,SBV010_plate01,86,1
SBV159_plate02,SBV010_plate01,89,1
SBV160_plate02,SBV010_plate01,88,1
SBV161_plate02,SBV010_plate01,90,1
SBV162_plate02,SBV010_plate01,86,1
SBV163_plate02,SBV010_plate01,87,1
SBV164_plate02,SBV010_plate01,86,1
SBV165_plate02,SBV010_plate01,91,1
SBV166_plate02,SBV010_plate01,85,1
SBV167_plate02,SBV010_plate01,86,1
SBV168_plate02,SBV010_plate01,86,1
SBV169_plate02,SBV010_plate01,86,1
SBV170_plate02,SBV010_plate01,93,1
SBV171_plate02,SBV010_plate01,83,1
SBV172_plate02,SBV010_plate01,87,1
SBV173_plate02,SBV010_plate01,83,1
SBV174_plate02,SBV010_plate01,86,1
SBV175_plate02,SBV010_plate01,83,1
SBV176_plate02,SBV010_plate01,93,1
SBV177_plate03,SBV010_plate01,87,1
SBV178_plate03,SBV010_plate01,91,1
SBV179_plate03,SBV010_plate01,87,1
SBV180_plate03,SBV010_plate01,85,1
SBV181_plate03,SBV010_plate01,89,1
SBV183_plate03,SBV010_plate01,85,1
SBV184_plate03,SBV010_plate01,89,1
SBV185_plate03,SBV010_plate01,88,1
SBV186_plate03,SBV010_plate01,89,1
SBV187_plate03,SBV010_plate01,85,1
SBV188_plate03,SBV010_plate01,88,1
SBV189_plate03,SBV010_plate01,84,1
SBV190_plate03,SBV010_plate01,87,1
SBV191_plate03,SBV010_plate01,91,1
SBV192_plate03,SBV010_plate01,81,1
SBV193_plate03,SBV010_plate01,86,1
SBV194_plate03,SBV010_plate01,86,1
SBV195_plate03,SBV010_plate01,86,1
SBV196_plate03,SBV010_plate01,94,1
SBV197_plate03,SBV010_plate01,89,1
SBV198_plate03,SBV010_plate01,85,1
SBV199_plate03,SBV010_plate01,86,1
SBV200_plate03,SBV010_plate01,89,1
SBV201_plate03,SBV010_plate01,88,1
SBV202_plate03,SBV010_plate01,84,1
SBV203_plate03,SBV010_plate01,87,1
SBV204_plate03,SBV010_plate01,91,1
SBV205_plate03,SBV010_plate01,85,1
SBV206_plate03,SBV010_plate01,89,1
SBV207_plate03,SBV010_plate01,84,1
SBV208_plate03,SBV010_plate01,86,1
SBV209_plate03,SBV010_plate01,86,1
SBV210_plate03,SBV010_plate01,85,1
SBV211_plate03,SBV010_plate01,88,1
SBV212_plate03,SBV010_plate01,91,1
SBV213_plate03,SBV010_plate01,85,1
SBV214_plate03,SBV010_plate01,87,1
SBV216_plate03,SBV010_plate01,91,1
SBV217_plate03,SBV010_plate01,89,1
SBV218_plate05,SBV010_plate01,82,1
SBV219_plate03,SBV010_plate01,87,1
SBV220_plate03,SBV010_plate01,88,1
SBV221_plate03,SBV010_plate01,86,1
SBV222_plate03,SBV010_plate01,82,1
SBV224_plate03,SBV010_plate01,83,1
SBV225_plate03,SBV010_plate01,87,1
SBV226_plate03,SBV010_plate01,88,1
SBV227_plate03,SBV010_plate01,92,1
SBV228_plate03,SBV010_plate01,89,1
SBV229_plate03,SBV010_plate01,85,1
SBV230_plate03,SBV010_plate01,89,1
SBV231_plate03,SBV010_plate01,90,1
SBV232_plate03,SBV010_plate01,86,1
SBV233_plate03,SBV010_plate01,91,1
SBV234_plate05,SBV010_plate01,94,1
SBV235_plate05,SBV010_plate01,88,1
SBV236_plate03,SBV010_plate01,90,1
SBV237_plate03,SBV010_plate01,82,1
SBV238_plate03,SBV010_plate01,86,1
SBV239_plate03,SBV010_plate01,84,1
SBV240_plate05,SBV010_plate01,88,1
SBV241_plate03,SBV010_plate01,85,1
SBV242_plate03,SBV010_plate01,90,1
SBV243_plate03,SBV010_plate01,86,1
SBV244_plate03,SBV010_plate01,92,1
SBV245_plate03,SBV010_plate01,87,1
SBV246_plate03,SBV010_plate01,82,1
SBV247_plate03,SBV010_plate01,94,1
SBV249_plate03,SBV010_plate01,86,1
SBV251_plate03,SBV010_plate01,84,1
SBV252_plate03,SBV010_plate01,90,1
SBV253_plate03,SBV010_plate01,85,1
SBV254_plate03,SBV010_plate01,54,1
SBV255_plate03,SBV010_plate01,87,1
SBV256_plate03,SBV010_plate01,92,1
SBV257_plate05,SBV010_plate01,88,1
SBV258_plate03,SBV010_plate01,88,1
SBV259_plate03,SBV010_plate01,88,1
SBV260_plate03,SBV010_plate01,88,1
SBV261_plate03,SBV010_plate01,84,1
SBV262_plate03,SBV010_plate01,86,1
SBV263_plate03,SBV010_plate01,90,1
SBV265_plate03,SBV010_plate01,90,1
SBV266_plate03,SBV010_plate01,88,1
SBV267_plate03,SBV010_plate01,88,1
SBV268_plate03,SBV010_plate01,91,1
SBV269_plate05,SBV010_plate01,91,1
SBV270_plate04,SBV010_plate01,89,1
SBV271_plate04,SBV010_plate01,86,1
SBV272_plate04,SBV010_plate01,87,1
SBV273_plate04,SBV010_plate01,86,1
SBV274_plate04,SBV010_plate01,89,1
SBV275_plate04,SBV010_plate01,91,1
SBV276_plate04,SBV010_plate01,89,1
SBV277_plate04,SBV010_plate01,92,1
SBV278_plate04,SBV010_plate01,87,1
SBV279_plate04,SBV010_plate01,87,1
SBV280_plate05,SBV010_plate01,90,1
SBV281_plate04,SBV010_plate01,87,1
SBV282_plate04,SBV010_plate01,89,1
SBV283_plate04,SBV010_plate01,90,1
SBV284_plate04,SBV010_plate01,87,1
SBV285_plate04,SBV010_plate01,88,1
SBV286_plate04,SBV010_plate01,86,1
SBV287_plate04,SBV010_plate01,89,1
SBV288_plate04,SBV010_plate01,89,1
SBV289_plate04,SBV010_plate01,89,1
SBV290_plate04,SBV010_plate01,85,1
SBV291_plate04,SBV010_plate01,87,1
SBV292_plate04,SBV010_plate01,86,1
SBV293_plate04,SBV010_plate01,90,1
SBV294_plate04,SBV010_plate01,89,1
SBV295_plate04,SBV010_plate01,89,1
SBV296_plate04,SBV010_plate01,89,1
SBV297_plate04,SBV010_plate01,83,1
SBV298_plate04,SBV010_plate01,88,1
SBV299_plate04,SBV010_plate01,91,1
SBV300_plate04,SBV010_plate01,91,1
SBV301_plate04,SBV010_plate01,88,1
SBV302_plate04,SBV010_plate01,89,1
SBV305_plate04,SBV010_plate01,93,1
SBV306_plate04,SBV010_plate01,87,1
SBV307_plate04,SBV010_plate01,89,1
SBV308_plate04,SBV010_plate01,89,1
SBV310_plate04,SBV010_plate01,89,1
SBV311_plate04,SBV010_plate01,91,1
SBV312_plate04,SBV010_plate01,86,1
SBV313_plate04,SBV010_plate01,45,1
SBV314_plate04,SBV010_plate01,82,1
SBV315_plate04,SBV010_plate01,91,1
SBV316_plate04,SBV010_plate01,92,1
SBV317_plate04,SBV010_plate01,90,1
SBV318_plate04,SBV010_plate01,85,1
SBV319_plate04,SBV010_plate01,92,1
SBV320_plate04,SBV010_plate01,84,1
SBV321_plate04,SBV010_plate01,88,1
SBV322_plate04,SBV010_plate01,87,1
SBV323_plate04,SBV010_plate01,89,1
SBV324_plate04,SBV010_plate01,88,1
SBV325_plate04,SBV010_plate01,84,1
SBV326_plate04,SBV010_plate01,94,1
SBV327_plate04,SBV010_plate01,85,1
SBV328_plate04,SBV010_plate01,83,1
SBV329_plate04,SBV010_plate01,91,1
SBV330_plate04,SBV010_plate01,84,1
SBV331_plate04,SBV010_plate01,88,1
SBV332_plate04,SBV010_plate01,84,1
SBV333_plate04,SBV010_plate01,82,1
SBV334_plate04,SBV010_plate01,88,1
SBV335_plate04,SBV010_plate01,84,1
SBV336_plate04,SBV010_plate01,84,1
SBV337_plate04,SBV010_plate01,84,1
SBV338_plate04,SBV010_plate01,88,1
SBV339_plate04,SBV010_plate01,89,1
SBV340_plate04,SBV010_plate01,89,1
SBV341_plate04,SBV010_plate01,89,1
SBV343_plate04,SBV010_plate01,91,1
SBV344_plate04,SBV010_plate01,90,1
SBV345_plate04,SBV010_plate01,88,1
SBV347_plate04,SBV010_plate01,87,1
SBV348_plate04,SBV010_plate01,90,1
SBV349_plate04,SBV010_plate01,83,1
SBV350_plate04,SBV010_plate01,90,1
SBV351_plate04,SBV010_plate01,88,1
SBV352_plate04,SBV010_plate01,91,1
SBV353_plate04,SBV010_plate01,95,1
SBV354_plate04,SBV010_plate01,87,1
SBV355_plate04,SBV010_plate01,87,1
SBV356_plate04,SBV010_plate01,86,1
SBV357_plate04,SBV010_plate01,92,1
SBV358_plate04,SBV010_plate01,90,1
SBV359_plate04,SBV010_plate01,90,1
SBV361_plate04,SBV010_plate01,86,1
SBV362_plate04,SBV010_plate01,96,1
SBV363_plate04,SBV010_plate01,90,1
SBV364_plate04,SBV010_plate01,90,1
SBV365_plate04,SBV010_plate01,92,1
SBV366_plate04,SBV010_plate01,91,1
SBV367_plate04,SBV010_plate01,93,1
SBV368_plate04,SBV010_plate01,89,1
SBV369_plate04,SBV010_plate01,95,1
SBV370_plate05,SBV010_plate01,88,1
SBV371_plate05,SBV010_plate01,86,1
SBV372_plate05,SBV010_plate01,92,1
SBV373_plate05,SBV010_plate01,85,1
SBV374_plate05,SBV010_plate01,93,1
SBV375_plate05,SBV010_plate01,87,1
SBV376_plate05,SBV010_plate01,89,1
SBV005_plate01,SBV011_plate01,90,0
SBV007_plate01,SBV011_plate01,118,1
SBV010_plate01,SBV011_plate01,87,0
SBV011_plate01,SBV011_plate01,0,0
SBV019_plate01,SBV011_plate01,93,0
SBV021_plate01,SBV011_plate01,98,0
SBV022_plate01,SBV011_plate01,107,0
SBV023_plate01,SBV011_plate01,115,1
SBV024_plate01,SBV011_plate01,93,0
SBV025_plate01,SBV011_plate01,111,0
SBV027_plate01,SBV011_plate01,110,0
SBV029_plate01,SBV011_plate01,93,0
SBV030_plate01,SBV011_plate01,113,0
SBV032_plate01,SBV011_plate01,96,0
SBV033_plate01,SBV011_plate01,115,0
SBV035_plate01,SBV011_plate01,113,1
SBV036_plate01,SBV011_plate01,115,1
SBV037_plate01,SBV011_plate01,113,1
SBV038_plate01,SBV011_plate01,117,1
SBV039_plate01,SBV011_plate01,117,1
SBV040_plate03,SBV011_plate01,118,1
SBV041_plate01,SBV011_plate01,114,1
SBV042_plate01,SBV011_plate01,114,1
SBV043_plate01,SBV011_plate01,117,1
SBV044_plate01,SBV011_plate01,116,1
SBV045_plate01,SBV011_plate01,113,1
SBV046_plate01,SBV011_plate01,115,1
SBV047_plate01,SBV011_plate01,114,1
SBV048_plate01,SBV011_plate01,113,1
SBV049_plate01,SBV011_plate01,113,1
SBV050_plate01,SBV011_plate01,115,1
SBV051_plate01,SBV011_plate01,113,1
SBV052_plate01,SBV011_plate01,117,1
SBV053_plate01,SBV011_plate01,113,1
SBV054_plate01,SBV011_plate01,116,1
SBV055_plate01,SBV011_plate01,116,1
SBV057_plate01,SBV011_plate01,111,1
SBV058_plate01,SBV011_plate01,118,1
SBV059_plate01,SBV011_plate01,114,1
SBV060_plate01,SBV011_plate01,111,1
SBV061_plate01,SBV011_plate01,115,1
SBV062_plate01,SBV011_plate01,117,1
SBV063_plate01,SBV011_plate01,113,1
SBV064_plate01,SBV011_plate01,115,1
SBV065_plate03,SBV011_plate01,117,1
SBV067_plate01,SBV011_plate01,115,1
SBV068_plate01,SBV011_plate01,117,1
SBV069_plate01,SBV011_plate01,114,1
SBV070_plate01,SBV011_plate01,116,1
SBV071_plate01,SBV011_plate01,113,1
SBV072_plate02,SBV011_plate01,120,1
SBV073_plate03,SBV011_plate01,118,1
SBV074_plate03,SBV011_plate01,115,1
SBV075_plate02,SBV011_plate01,117,1
SBV076_plate02,SBV011_plate01,113,1
SBV077_plate02,SBV011_plate01,114,1
SBV078_plate02,SBV011_plate01,116,1
SBV079_plate02,SBV011_plate01,115,1
SBV080_plate02,SBV011_plate01,116,1
SBV081_plate02,SBV011_plate01,114,1
SBV082_plate02,SBV011_plate01,114,1
SBV083_plate02,SBV011_plate01,114,1
SBV084_plate02,SBV011_plate01,113,1
SBV085_plate03,SBV011_plate01,116,1
SBV087_plate02,SBV011_plate01,116,1
SBV088_plate02,SBV011_plate01,119,1
SBV089_plate02,SBV011_plate01,115,1
SBV090_plate02,SBV011_plate01,114,1
SBV091_plate02,SBV011_plate01,117,1
SBV092_plate02,SBV011_plate01,114,1
SBV093_plate02,SBV011_plate01,116,1
SBV094_plate02,SBV011_plate01,115,1
SBV095_plate02,SBV011_plate01,116,1
SBV096_plate02,SBV011_plate01,113,1
SBV097_plate02,SBV011_plate01,113,1
SBV098_plate02,SBV011_plate01,115,1
SBV099_plate02,SBV011_plate01,110,1
SBV100_plate02,SBV011_plate01,117,1
SBV101_plate02,SBV011_plate01,114,1
SBV102_plate02,SBV011_plate01,121,1
SBV103_plate02,SBV011_plate01,117,1
SBV104_plate02,SBV011_plate01,117,1
SBV105_plate02,SBV011_plate01,115,1
SBV106_plate02,SBV011_plate01,114,1
SBV107_plate02,SBV011_plate01,118,1
SBV108_plate02,SBV011_plate01,114,1
SBV109_plate02,SBV011_plate01,120,1
SBV110_plate02,SBV011_plate01,119,1
SBV111_plate02,SBV011_plate01,115,1
SBV112_plate02,SBV011_plate01,113,1
SBV113_plate02,SBV011_plate01,118,1
SBV114_plate02,SBV011_plate01,115,1
SBV115_plate02,SBV011_plate01,114,1
SBV116_plate02,SBV011_plate01,118,1
SBV117_plate02,SBV011_plate01,115,1
SBV118_plate02,SBV011_plate01,114,1
SBV119_plate02,SBV011_plate01,118,1
SBV121_plate02,SBV011_plate01,115,1
SBV122_plate02,SBV011_plate01,118,1
SBV123_plate02,SBV011_plate01,115,1
SBV124_plate02,SBV011_plate01,115,1
SBV125_plate02,SBV011_plate01,115,1
SBV126_plate03,SBV011_plate01,115,1
SBV127_plate02,SBV011_plate01,116,1
SBV128_plate02,SBV011_plate01,115,1
SBV130_plate02,SBV011_plate01,117,1
SBV131_plate03,SBV011_plate01,115,1
SBV132_plate02,SBV011_plate01,116,1
SBV133_plate02,SBV011_plate01,120,1
SBV134_plate02,SBV011_plate01,114,1
SBV135_plate02,SBV011_plate01,110,1
SBV136_plate02,SBV011_plate01,116,1
SBV137_plate03,SBV011_plate01,117,1
SBV138_plate02,SBV011_plate01,117,1
SBV139_plate02,SBV011_plate01,117,1
SBV140_plate02,SBV011_plate01,113,1
SBV141_plate02,SBV011_plate01,115,1
SBV142_plate02,SBV011_plate01,115,1
SBV143_plate02,SBV011_plate01,113,1
SBV144_plate02,SBV011_plate01,120,1
SBV145_plate02,SBV011_plate01,116,1
SBV146_plate02,SBV011_plate01,118,1
SBV147_plate02,SBV011_plate01,118,1
SBV148_plate02,SBV011_plate01,115,1
SBV149_plate03,SBV011_plate01,118,1
SBV150_plate02,SBV011_plate01,115,1
SBV151_plate02,SBV011_plate01,116,1
SBV152_plate02,SBV011_plate01,118,1
SBV153_plate02,SBV011_plate01,117,1
SBV154_plate03,SBV011_plate01,119,1
SBV155_plate03,SBV011_plate01,113,1
SBV156_plate02,SBV011_plate01,120,1
SBV157_plate02,SBV011_plate01,117,1
SBV158_plate02,SBV011_plate01,116,1
SBV159_plate02,SBV011_plate01,119,1
SBV160_plate02,SBV011_plate01,118,1
SBV161_plate02,SBV011_plate01,120,1
SBV162_plate02,SBV011_plate01,116,1
SBV163_plate02,SBV011_plate01,117,1
SBV164_plate02,SBV011_plate01,116,1
SBV165_plate02,SBV011_plate01,121,1
SBV166_plate02,SBV011_plate01,115,1
SBV167_plate02,SBV011_plate01,116,1
SBV168_plate02,SBV011_plate01,116,1
SBV169_plate02,SBV011_plate01,116,1
SBV170_plate02,SBV011_plate01,123,1
SBV171_plate02,SBV011_plate01,113,1
SBV172_plate02,SBV011_plate01,117,1
SBV173_plate02,SBV011_plate01,113,1
SBV174_plate02,SBV011_plate01,116,1
SBV175_plate02,SBV011_plate01,113,1
SBV176_plate02,SBV011_plate01,123,1
SBV177_plate03,SBV011_plate01,117,1
SBV178_plate03,SBV011_plate01,121,1
SBV179_plate03,SBV011_plate01,117,1
SBV180_plate03,SBV011_plate01,115,1
SBV181_plate03,SBV011_plate01,119,1
SBV183_plate03,SBV011_plate01,115,1
SBV184_plate03,SBV011_plate01,119,1
SBV185_plate03,SBV011_plate01,118,1
SBV186_plate03,SBV011_plate01,119,1
SBV187_plate03,SBV011_plate01,115,1
SBV188_plate03,SBV011_plate01,118,1
SBV189_plate03,SBV011_plate01,114,1
SBV190_plate03,SBV011_plate01,117,1
SBV191_plate03,SBV011_plate01,121,1
SBV192_plate03,SBV011_plate01,111,1
SBV193_plate03,SBV011_plate01,116,1
SBV194_plate03,SBV011_plate01,116,1
SBV195_plate03,SBV011_plate01,116,1
SBV196_plate03,SBV011_plate01,124,1
SBV197_plate03,SBV011_plate01,119,1
SBV198_plate03,SBV011_plate01,115,1
SBV199_plate03,SBV011_plate01,116,1
SBV200_plate03,SBV011_plate01,119,1
SBV201_plate03,SBV011_plate01,118,1
SBV202_plate03,SBV011_plate01,114,1
SBV203_plate03,SBV011_plate01,117,1
SBV204_plate03,SBV011_plate01,121,1
SBV205_plate03,SBV011_plate01,115,1
SBV206_plate03,SBV011_plate01,119,1
SBV207_plate03,SBV011_plate01,114,1
SBV208_plate03,SBV011_plate01,116,1
SBV209_plate03,SBV011_plate01,116,1
SBV210_plate03,SBV011_plate01,113,1
SBV211_plate03,SBV011_plate01,118,1
SBV212_plate03,SBV011_plate01,120,1
SBV213_plate03,SBV011_plate01,115,1
SBV214_plate03,SBV011_plate01,117,1
SBV216_plate03,SBV011_plate01,121,1
SBV217_plate03,SBV011_plate01,119,1
SBV218_plate05,SBV011_plate01,112,1
SBV219_plate03,SBV011_plate01,117,1
SBV220_plate03,SBV011_plate01,118,1
SBV221_plate03,SBV011_plate01,116,1
SBV222_plate03,SBV011_plate01,112,1
SBV224_plate03,SBV011_plate01,113,1
SBV225_plate03,SBV011_plate01,117,1
SBV226_plate03,SBV011_plate01,118,1
SBV227_plate03,SBV011_plate01,120,1
SBV228_plate03,SBV011_plate01,117,1
SBV229_plate03,SBV011_plate01,115,1
SBV230_plate03,SBV011_plate01,119,1
SBV231_plate03,SBV011_plate01,120,1
SBV232_plate03,SBV011_plate01,116,1
SBV233_plate03,SBV011_plate01,121,1
SBV234_plate05,SBV011_plate01,124,1
SBV235_plate05,SBV011_plate01,118,1
SBV236_plate03,SBV011_plate01,120,1
SBV237_plate03,SBV011_plate01,112,1
SBV238_plate03,SBV011_plate01,116,1
SBV239_plate03,SBV011_plate01,114,1
SBV240_plate05,SBV011_plate01,120,1
SBV241_plate03,SBV011_plate01,115,1
SBV242_plate03,SBV011_plate01,120,1
SBV243_plate03,SBV011_plate01,116,1
SBV244_plate03,SBV011_plate01,122,1
SBV245_plate03,SBV011_plate01,117,1
SBV246_plate03,SBV011_plate01,112,1
SBV247_plate03,SBV011_plate01,124,1
SBV249_plate03,SBV011_plate01,116,1
SBV251_plate03,SBV011_plate01,114,1
SBV252_plate03,SBV011_plate01,120,1
SBV253_plate03,SBV011_plate01,113,1
SBV254_plate03,SBV011_plate01,102,1
SBV255_plate03,SBV011_plate01,117,1
SBV256_plate03,SBV011_plate01,122,1
SBV257_plate05,SBV011_plate01,118,1
SBV258_plate03,SBV011_plate01,118,1
SBV259_plate03,SBV011_plate01,118,1
SBV260_plate03,SBV011_plate01,118,1
SBV261_plate03,SBV011_plate01,114,1
SBV262_plate03,SBV011_plate01,116,1
SBV263_plate03,SBV011_plate01,118,1
SBV265_plate03,SBV011_plate01,118,1
SBV266_plate03,SBV011_plate01,116,1
SBV267_plate03,SBV011_plate01,116,1
SBV268_plate03,SBV011_plate01,121,1
SBV269_plate05,SBV011_plate01,121,1
SBV270_plate04,SBV011_plate01,119,1
SBV271_plate04,SBV011_plate01,116,1
SBV272_plate04,SBV011_plate01,117,1
SBV273_plate04,SBV011_plate01,116,1
SBV274_plate04,SBV011_plate01,119,1
SBV275_plate04,SBV011_plate01,121,1
SBV276_plate04,SBV011_plate01,119,1
SBV277_plate04,SBV011_plate01,122,1
SBV278_plate04,SBV011_plate01,117,1
SBV279_plate04,SBV011_plate01,117,1
